Ref,Val,Package,PosX,PosY,Rot,Side
"K37","KEYSW","CHERRY_PLATE_100H",195.262500,-47.625000,0.000000,top
"K38","KEYSW","CHERRY_PLATE_125H",216.693750,-47.625000,0.000000,top
"K38-1","KEYSW","CHERRY_PLATE_225H",226.218750,-47.625000,0.000000,top
"K38-2","KEYSW","CHERRY_PLATE_100H",214.312500,-47.625000,0.000000,top
"K39","KEYSW","CHERRY_PLATE_100H",238.125000,-47.625000,0.000000,top
"K39-1","KEYSW","CHERRY_PLATE_125H",235.743750,-47.625000,0.000000,top
"K40","KEYSW","CHERRY_PLATE_125H",11.906260,-66.675056,0.000000,top
"K40-1","KEYSW","CHERRY_PLATE_150H",14.287500,-66.675000,0.000000,top
"K41","KEYSW","CHERRY_PLATE_100H",33.337500,-66.675000,0.000000,top
"K41-1","KEYSW","CHERRY_PLATE_125H",35.718780,-66.675056,0.000000,top
"K41-2","KEYSW","CHERRY_PLATE_150H",42.862500,-66.675000,0.000000,top
"K42","KEYSW","CHERRY_PLATE_100H",52.387500,-66.675000,0.000000,top
"K42-1","KEYSW","CHERRY_PLATE_125H",59.531250,-66.675000,0.000000,top
"K42-2","KEYSW","CHERRY_PLATE_100H",57.150048,-66.675056,0.000000,top
"K43","KEYSW","CHERRY_PLATE_100H",71.437500,-66.675000,0.000000,top
"K43-1","KEYSW","CHERRY_PLATE_100H",76.200064,-66.675056,0.000000,top
"K45","KEYSW","CHERRY_PLATE_175H",97.631250,-66.675000,0.000000,top
"K45-1","KEYSW","CHERRY_PLATE_175H",102.393836,-66.675056,0.000000,top
"K47","KEYSW","CHERRY_PLATE_275H",140.493750,-66.675000,0.000000,top
"K47-1","KEYSW","CHERRY_PLATE_625H",130.968750,-66.675000,0.000000,top
"K47-2","KEYSW","CHERRY_PLATE_700H",123.825000,-66.675000,0.000000,top
"K47-3","KEYSW","CHERRY_PLATE_200H",138.112616,-66.675056,0.000000,top
"K49","KEYSW","CHERRY_PLATE_100H",176.212500,-66.675000,0.000000,top
"K49-1","KEYSW","CHERRY_PLATE_100H",166.687640,-66.675056,0.000000,top
"K50","KEYSW","CHERRY_PLATE_100H",195.262500,-66.675000,0.000000,top
"K50-1","KEYSW","CHERRY_PLATE_100H",200.025000,-66.675000,0.000000,top
"K50-2","KEYSW","CHERRY_PLATE_150H",204.787500,-66.675000,0.000000,top
"K50-3","KEYSW","CHERRY_PLATE_125H",188.118908,-66.675056,0.000000,top
"K51","KEYSW","CHERRY_PLATE_100H",214.312500,-66.675000,0.000000,top
"K51-1","KEYSW","CHERRY_PLATE_100H",219.075000,-66.675000,0.000000,top
"K51-2","KEYSW","CHERRY_PLATE_125H",211.931428,-66.675056,0.000000,top
"K52","KEYSW","CHERRY_PLATE_125H",235.743750,-66.675000,0.000000,top
"K52-1","KEYSW","CHERRY_PLATE_100H",238.125000,-66.675000,0.000000,top
"K52-2","KEYSW","CHERRY_PLATE_150H",233.362500,-66.675000,0.000000,top
"S1","SCREW","Vortex_Core_screw",23.625000,-19.475000,0.000000,top
"S2","SCREW","Vortex_Core_screw",215.025000,-19.475000,0.000000,top
"S3","SCREW","Vortex_Core_screw",128.225000,-38.575000,0.000000,top
"S4","SCREW","Vortex_Core_screw",23.475000,-57.575000,0.000000,top
"S5","SCREW","Vortex_Core_screw",223.925000,-57.575000,0.000000,top
"S6","STANDOFF","vortex_standoff",38.025000,-5.025000,0.000000,top
